192,784,1152
2,1000,1
2,1000,1024
2,1000,4096
2,4096,1
2,4096,4096
2,4096,9216
20,1000,1
20,1000,1024
20,1000,4096
20,4096,1
20,4096,4096
20,4096,9216
208,196,1
208,196,864
22,1000,1
22,1000,1024
22,1000,4096
22,4096,1
22,4096,4096
22,4096,9216
224,196,1
224,196,1008
24,1000,1
24,1000,1024
24,1000,4096
24,196,1
24,196,512
24,4096,1
24,4096,4096
24,4096,9216
256,169,1
256,196,1
256,196,1152
256,196,528
256,196,576
256,196,64
256,49,1
256,49,832
256,729,1
26,1000,1
26,1000,1024
26,1000,4096
26,4096,1
26,4096,4096
26,4096,9216
28,1000,1
28,1000,1024
28,1000,4096
28,4096,1
28,4096,4096
28,4096,9216
288,196,1
288,196,1296
30,1000,1
30,1000,1024
30,1000,4096
30,4096,1
30,4096,4096
30,4096,9216
32,1000,1
32,1000,1024
32,1000,4096
32,196,1
32,196,512
32,196,528
32,4096,1
32,4096,4096
32,4096,9216
32,49,1
32,49,832
32,784,1
32,784,128
32,784,192
32,784,256
32,784,400
320,196,1
320,196,1440
320,49,1
320,49,1440
34,1000,1
34,1000,1024
34,1000,4096
34,4096,1
34,4096,4096
34,4096,9216
36,1000,1
36,1000,1024
36,1000,4096
36,4096,1
36,4096,4096
36,4096,9216
38,1000,1
38,1000,1024
38,1000,4096
38,4096,1
38,4096,4096
38,4096,9216
384,169,1
384,169,2304
384,49,1
384,49,1728
384,49,832
4,1000,1
4,1000,1024
4,1000,4096
4,4096,1
4,4096,4096
4,4096,9216
40,1000,1
40,1000,1024
40,1000,4096
40,4096,1
40,4096,4096
40,4096,9216
42,1000,1
42,1000,1024
42,1000,4096
42,4096,1
42,4096,4096
42,4096,9216
44,1000,1
44,1000,1024
44,1000,4096
44,4096,1
44,4096,4096
44,4096,9216
46,1000,1
46,1000,1024
46,1000,4096
46,4096,1
46,4096,4096
46,4096,9216
48,1000,1
48,1000,1024
48,1000,4096
48,196,1
48,196,256
48,196,384
48,196,400
48,4096,1
48,4096,4096
48,4096,9216
48,49,1
48,49,832
50,1000,1
50,1000,1024
50,1000,4096
50,4096,1
50,4096,4096
50,4096,9216
52,1000,1
52,1000,1024
52,1000,4096
52,4096,1
52,4096,4096
52,4096,9216
54,1000,1
54,1000,1024
54,1000,4096
54,4096,1
54,4096,4096
54,4096,9216
56,1000,1
56,1000,1024
56,1000,4096
56,4096,1
56,4096,4096
58,1000,1
58,1000,1024
58,1000,4096
58,4096,1
58,4096,4096
6,1000,1
6,1000,1024
6,1000,4096
6,4096,1
6,4096,4096
6,4096,9216
60,1000,1
60,1000,1024
60,1000,4096
60,4096,1
60,4096,4096
62,1000,1
62,1000,1024
62,1000,4096
62,4096,1
62,4096,4096
64,1000,1
64,1000,1024
64,1000,4096
64,12544,1
64,12544,147
64,12769,1
64,12769,27
64,196,1
64,196,384
64,196,480
64,196,512
64,196,600
64,196,800
64,3136,1
64,3136,144
64,3136,16
64,3136,64
64,4096,1
64,4096,4096
64,4096,9216
64,784,1
64,784,192
64,784,256
66,1000,1
66,1000,1024
66,1000,4096
66,4096,1
66,4096,4096
68,1000,1
68,1000,1024
68,1000,4096
68,4096,1
68,4096,4096
70,1000,1
70,1000,1024
70,1000,4096
70,4096,1
70,4096,4096
72,1000,1
72,1000,1024
72,1000,4096
72,4096,1
72,4096,4096
74,1000,1
74,1000,1024
74,1000,4096
74,4096,1
74,4096,4096
76,1000,1
76,1000,1024
76,1000,4096
76,4096,1
76,4096,4096
78,1000,1
78,1000,1024
78,1000,4096
78,4096,1
78,4096,4096
8,1000,1
8,1000,1024
8,1000,4096
8,4096,1
8,4096,4096
8,4096,9216
80,1000,1
80,1000,1024
80,1000,4096
80,4096,1
80,4096,4096
82,1000,1
82,1000,1024
82,1000,4096
82,4096,1
82,4096,4096
84,1000,1
84,1000,1024
84,1000,4096
84,4096,1
84,4096,4096
86,1000,1
86,1000,1024
86,1000,4096
86,4096,1
86,4096,4096
88,1000,1
88,1000,1024
88,1000,4096
88,4096,1
88,4096,4096
90,1000,1
90,1000,1024
90,1000,4096
90,4096,1
90,4096,4096
92,1000,1
92,1000,1024
92,1000,4096
92,4096,1
92,4096,4096
94,1000,1
94,1000,1024
94,1000,4096
94,4096,1
94,4096,4096
96,1000,1
96,1000,1024
96,1000,4096
96,196,1
96,196,480
96,3025,1
96,3025,363
96,4096,1
96,4096,4096
96,784,1
96,784,192
96,784,800
98,1000,1
98,1000,1024
98,1000,4096
98,4096,1
98,4096,4096
